Temperature (K),Strain,Youngs_Modulus (GPa),Stress (GPa),Thermal_Conductivity (W_m_K)
375.2310616127586,0.002309225592599441,77.90032414619024,0.17949709702586766,178.1269389521306
932.0590230904302,0.059512604567527126,63.356668901213574,3.8550571066671697,164.44346343607484
610.0108473354868,0.1379092139321942,75.94897132918224,10.256615719135592,170.0555935440976
572.2934220302475,0.04015133456087708,77.10887469089684,2.8588032890781636,165.26727259061323
925.0474732998224,0.04280587318964217,64.80650161894519,2.5723394522619096,158.14540583598318
426.4801034464001,0.1292151867718497,78.33873203153455,10.247747062932952,170.11162052591106
751.0314182045561,0.008433849803639298,67.2889861756634,0.591484997591346,164.7934036403641
968.624287317978,0.0352288593209796,61.04856501704178,2.2467183681631666,155.91715521934057
860.9801978281843,0.04400212184979987,68.89127101963275,2.9299816843642104,163.82290557590346
242.67435700583056,0.04520852292942972,82.40046747445179,3.7061158456436707,174.4967442903206
823.6932775109134,0.09892549952675264,70.07846250657559,6.574747272341217,169.00425949237544
597.5887446071825,0.0582543319336895,72.00044979279402,4.441635023689142,174.72451924652125
708.8447694981826,0.08399827183604668,68.65290261771914,6.2471469109879045,163.751798850339
678.2622514518193,0.05375798679343551,72.43237460119661,3.8364199777537134,160.27154432482257
303.7416613433245,0.04587185544789673,80.69142328535392,3.91821744955599,176.6081688802671
482.2664852439252,0.05309466990037216,78.75946109541417,4.332067529668687,168.90326804940963
630.9592877628259,0.019378239739101216,74.77124630281367,1.4179379627505058,164.97921156065627
366.41973914138777,0.017840718487436215,82.39302252229199,1.4712979727725208,172.0511928295201
986.3098269076762,0.1345001799892404,60.255692574824565,8.134710555216001,166.1768499934367
970.9811139249191,0.0915176870624019,63.32114608945954,6.072548308100968,158.17662251494548
356.08936708582866,0.014407568945794699,77.6186567287527,1.2138834121477693,175.88189825238572
811.6102174818211,0.08949660775965314,65.78082867223098,6.033399293210102,170.0201102972181
950.6678911312157,0.02755147815712726,64.01053210368609,1.6874261454278465,156.86125659117397
224.710976551642,0.11031355644831597,83.22351848423529,9.349030276503834,170.6877509534702
258.6633165294452,0.08462218614163411,83.25469529409156,6.994355419563612,169.05129401524147
455.95248839416547,0.0591203163138383,78.51364185829809,4.543229620824215,171.343332996092
818.9985640602862,0.0808030174695979,69.20161363699862,5.552865518612004,169.352928048206
718.6895930525172,0.08640105308611978,71.51431003076983,5.96864264539591,167.22891659381364
403.43067849790344,0.1297288373705291,78.45307774254883,10.680956041024322,177.38424557423832
369.4300619601934,0.024704782665739403,77.46856930761994,1.9262070326586953,168.7926104894523
386.3025627915153,0.1302914813416987,81.02405010298419,10.10502622459939,170.57791338400799
972.278021645168,0.061187357174913116,61.82183068302507,3.8349895220442622,162.83116518380152
336.25313819606436,0.06491055369580456,77.45362927256961,5.148636679268196,167.95791349930474
709.1790867899963,0.07695882724773433,72.63958913066938,5.521973143596543,167.1153638501037
215.64989695677718,0.08746613793900085,85.77825381615314,7.0259377286899936,180.32054850724754
422.15196904004557,0.02269634668259548,75.8359154169526,1.7523658976580272,177.67013084254475
954.3364747744462,0.11668579649497006,64.95410566132362,7.354015948248564,160.18962889224994
747.1033027385637,0.006699356427892486,71.08860805865129,0.48246689615682997,169.8889898550043
549.5000660438074,0.010455124990584689,72.6627560331968,0.7425378410846626,163.45872980070416
423.5540628425122,0.0781042192577331,78.86235522452644,6.198406888539929,175.23463928483093
462.4417559794752,0.005096789119624953,80.13934534814378,0.410304564531751,173.78232135801633
249.0259272463593,0.14079788312500244,81.46906636640192,10.920945722238011,175.21578873740475
515.6404485380489,0.049407171397019126,73.39274888506982,3.636286298420162,172.24209083590839
688.2946485221837,0.05886200747225316,69.9087431353501,4.127628796789271,164.64055173490286
658.0240801088867,0.022853981556077308,69.75712324695382,1.6383573735568766,162.25605257487098
897.2968490672159,0.05572962350407695,66.64198284023533,3.7140668393165086,164.76493598563678
587.0623672913615,0.014799951831727155,72.5732125976307,1.0666846420853378,167.40242340472506
640.1236183081639,0.1080868106140373,71.80206123200651,7.7342381681932935,163.65708083266964
302.80216608526905,0.0794685057652996,82.76335424750326,6.427645381410462,179.69574102949917
863.4314974412712,0.039229234357359935,68.01377382058003,2.578268755793546,168.56973616310006
953.7897026827524,0.09394889185565171,65.96565159161786,5.933112170603124,160.96811440141798
224.63689142055986,0.10845760766606524,79.9885311633821,8.68014054515426,182.22432553361585
267.8552383008038,0.06927454027590954,79.70444839565118,5.6156845126290325,179.78618561287593
259.2665864581867,0.06179512926875182,79.2194972356724,5.2604584417994,181.4749281979089
744.8856968306687,0.08453297646214707,70.89073671309266,5.89389143261238,162.21716590060433
777.9145154072643,0.00575961620209413,71.42077979237366,0.3846105867006109,157.89633803908097
820.1126224703954,0.14335175824432447,66.338367975044,9.189155569965507,165.4569193351225
439.8780958731435,0.04748352608099033,77.61154938758082,3.754716638025129,165.79781051190042
480.43516785512816,0.15184429213481343,79.58773802315953,11.077776392035682,170.22961120665232
649.6923938509582,0.10299256610591691,73.30045013966017,7.377625143542588,169.26303376588876
750.5260733894697,0.08194771204769762,69.24797566805684,5.471425026033389,163.53255712225817
211.51772580757458,0.03413976279042389,83.18202225053277,2.904367277265611,169.21740941870016
882.0061773199564,0.00717862756558312,63.33985619730422,0.4952104377603206,159.06581072379439
505.1667017079732,0.02657988443886065,78.43633897543278,1.9802326721030306,175.0044015963257
292.09786523957797,0.050975622439455935,81.4250296507315,3.982124799492302,170.17735620965135
638.2153929706424,0.0032477531405668844,71.96554932586074,0.2380889167547141,168.40745412473544
358.4439637892102,0.1141698998636129,78.94098390790585,8.993915485598425,169.64928933111983
711.4378023490846,0.11311934745748217,70.34806319684293,8.542764423800874,170.23394290250832
413.17265123045706,0.11254584918789666,81.0739359696388,8.982427196872429,178.08220369158747
257.7107540827014,0.10761935014703074,83.87165072113974,8.715603876503497,169.3954009669629
961.8807108779592,0.04429003781393508,62.518348458969584,2.9266718872292268,156.73178350775223
289.4502549138368,0.05040252090315232,82.51113113704764,4.226514117099722,174.83095529788014
850.7260520723137,0.11783917490658882,67.15792653272607,8.053453794977733,157.11801988804712
594.5277388389089,0.13389789797253968,72.57721487130264,9.632077529325946,173.54661227506492
889.7723357800389,0.006750042302611839,66.50768835227599,0.4267266571229499,157.35487776735243
727.3392029549542,0.1065223281164381,68.95841726443335,7.7447532549999725,159.95107232266432
837.4330235204698,0.11448380561395935,65.65693778544743,7.716749801544413,164.89888153652444
724.5001479602705,0.03187655343267632,70.43917074027871,2.305617922067471,171.80988551075131
684.2347699791413,0.12783148898909627,69.33800302522937,8.705756694394749,160.4052098391163
750.3268608005781,0.019571285720882296,68.12465778973,1.3740688625232431,166.60727797780223
633.002300670068,0.14174117334054026,71.15394433886978,9.958498085948612,166.15760571813297
778.2804892397081,0.10140076513603838,70.7025300044223,6.93076296559736,169.6716327789497
241.84031363595997,0.08575674039997523,83.36102638987467,7.207304542420436,178.26598987688755
418.468095631674,0.09953827184005418,78.28970819535158,7.864608644449493,165.19534592540737
775.8677814195618,0.1172011856649816,69.32479269359355,7.750485400920896,168.42243637081324
